OID_,Field1,state_code,county_cod,site_numbe,parameter_,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_mea,units_of_m,units_of_1,sample_dur,sample_d_1,sample_fre,detection_,uncertaint,qualifier,method_typ,method,method_cod,state,county,date_of_la,cbsa_code,LULC,averageTra,clipDEM1km,STATION
574,574,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/24/2021 0:00,22:00,7/25/2021 0:00,5:00,0.042,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
575,575,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/24/2021 0:00,23:00,7/25/2021 0:00,6:00,0.043,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
576,576,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,0:00,7/25/2021 0:00,7:00,0.042,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
577,577,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,1:00,7/25/2021 0:00,8:00,0.041,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
578,578,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,2:00,7/25/2021 0:00,9:00,0.029,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
579,579,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,3:00,7/25/2021 0:00,10:00,0.038,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
580,580,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,4:00,7/25/2021 0:00,11:00,0.038,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
581,581,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,5:00,7/25/2021 0:00,12:00,0.035,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
582,582,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,6:00,7/25/2021 0:00,13:00,0.033,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
583,583,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,7:00,7/25/2021 0:00,14:00,0.035,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
584,584,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,8:00,7/25/2021 0:00,15:00,0.041,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
585,585,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,9:00,7/25/2021 0:00,16:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
586,586,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,10:00,7/25/2021 0:00,17:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
587,587,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,11:00,7/25/2021 0:00,18:00,0.073,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
588,588,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,12:00,7/25/2021 0:00,19:00,0.077,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
589,589,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,13:00,7/25/2021 0:00,20:00,0.078,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
590,590,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,14:00,7/25/2021 0:00,21:00,0.08,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
591,591,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,15:00,7/25/2021 0:00,22:00,0.084,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
592,592,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,16:00,7/25/2021 0:00,23:00,0.085,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
593,593,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,17:00,7/26/2021 0:00,0:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
594,594,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,18:00,7/26/2021 0:00,1:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
595,595,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,19:00,7/26/2021 0:00,2:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
596,596,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,20:00,7/26/2021 0:00,3:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
597,597,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,21:00,7/26/2021 0:00,4:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
598,598,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,22:00,7/26/2021 0:00,5:00,0.04,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
599,599,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/25/2021 0:00,23:00,7/26/2021 0:00,6:00,0.032,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
600,600,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,0:00,7/26/2021 0:00,7:00,0.029,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
601,601,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,1:00,7/26/2021 0:00,8:00,0.026,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
602,602,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,2:00,7/26/2021 0:00,9:00,0.022,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
603,603,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,3:00,7/26/2021 0:00,10:00,0.029,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
604,604,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,4:00,7/26/2021 0:00,11:00,0.031,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
605,605,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,5:00,7/26/2021 0:00,12:00,0.028,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
606,606,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,6:00,7/26/2021 0:00,13:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AX - Precision Check.,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
607,607,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,7:00,7/26/2021 0:00,14:00,0.033,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
608,608,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,8:00,7/26/2021 0:00,15:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
609,609,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,9:00,7/26/2021 0:00,16:00,0.067,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
610,610,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,10:00,7/26/2021 0:00,17:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
611,611,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,11:00,7/26/2021 0:00,18:00,0.079,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
612,612,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,12:00,7/26/2021 0:00,19:00,0.08,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
613,613,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,13:00,7/26/2021 0:00,20:00,0.083,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
614,614,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,14:00,7/26/2021 0:00,21:00,0.08,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
615,615,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,15:00,7/26/2021 0:00,22:00,0.074,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
616,616,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,16:00,7/26/2021 0:00,23:00,0.077,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
617,617,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,17:00,7/27/2021 0:00,0:00,0.079,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
618,618,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,18:00,7/27/2021 0:00,1:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
619,619,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,19:00,7/27/2021 0:00,2:00,0.057,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
620,620,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,20:00,7/27/2021 0:00,3:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
621,621,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,21:00,7/27/2021 0:00,4:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
622,622,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,22:00,7/27/2021 0:00,5:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
623,623,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/26/2021 0:00,23:00,7/27/2021 0:00,6:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
624,624,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,0:00,7/27/2021 0:00,7:00,0.046,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
625,625,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,1:00,7/27/2021 0:00,8:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
626,626,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,2:00,7/27/2021 0:00,9:00,0.035,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
627,627,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,3:00,7/27/2021 0:00,10:00,0.046,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
628,628,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,4:00,7/27/2021 0:00,11:00,0.044,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
629,629,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,5:00,7/27/2021 0:00,12:00,0.04,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
630,630,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,6:00,7/27/2021 0:00,13:00,0.034,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
631,631,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,7:00,7/27/2021 0:00,14:00,0.042,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
632,632,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,8:00,7/27/2021 0:00,15:00,0.061,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
633,633,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,9:00,7/27/2021 0:00,16:00,0.072,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
634,634,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,10:00,7/27/2021 0:00,17:00,0.074,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
635,635,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,11:00,7/27/2021 0:00,18:00,0.076,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
636,636,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,12:00,7/27/2021 0:00,19:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
637,637,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,13:00,7/27/2021 0:00,20:00,0.077,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
638,638,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,14:00,7/27/2021 0:00,21:00,0.08,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
639,639,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,15:00,7/27/2021 0:00,22:00,0.082,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
640,640,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,16:00,7/27/2021 0:00,23:00,0.083,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
641,641,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,17:00,7/28/2021 0:00,0:00,0.083,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
642,642,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,18:00,7/28/2021 0:00,1:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
643,643,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,19:00,7/28/2021 0:00,2:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
644,644,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,20:00,7/28/2021 0:00,3:00,0.053,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
645,645,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,21:00,7/28/2021 0:00,4:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
646,646,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,22:00,7/28/2021 0:00,5:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
647,647,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/27/2021 0:00,23:00,7/28/2021 0:00,6:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
648,648,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/28/2021 0:00,0:00,7/28/2021 0:00,7:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AY - Q C Control Points (zero/span).,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
649,649,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/28/2021 0:00,1:00,7/28/2021 0:00,8:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AY - Q C Control Points (zero/span).,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
650,650,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/28/2021 0:00,2:00,7/28/2021 0:00,9:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AY - Q C Control Points (zero/span).,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
651,651,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/28/2021 0:00,3:00,7/28/2021 0:00,10:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AY - Q C Control Points (zero/span).,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
652,652,8,59,14,44201,1,39.620408,-105.33872,WGS84,Ozone,7/28/2021 0:00,4:00,7/28/2021 0:00,11:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AY - Q C Control Points (zero/span).,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Jefferson,9/16/2021 0:00,19740,1,11666,2234,72469903065
