OID_,Field1,state_code,county_cod,site_numbe,parameter_,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_mea,units_of_m,units_of_1,sample_dur,sample_d_1,sample_fre,detection_,uncertaint,qualifier,method_typ,method,method_cod,state,county,date_of_la,cbsa_code,LULC,averageTra,clipDEM1km,STATION
6155,6155,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,11:00,7/9/2021 0:00,18:00,0.067,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6156,6156,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,12:00,7/9/2021 0:00,19:00,0.067,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6157,6157,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,13:00,7/9/2021 0:00,20:00,0.064,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6158,6158,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,14:00,7/9/2021 0:00,21:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6159,6159,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,15:00,7/9/2021 0:00,22:00,0.056,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6160,6160,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,16:00,7/9/2021 0:00,23:00,0.051,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6161,6161,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,17:00,7/10/2021 0:00,0:00,0.052,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6162,6162,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,18:00,7/10/2021 0:00,1:00,0.051,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6163,6163,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,19:00,7/10/2021 0:00,2:00,0.051,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6164,6164,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,20:00,7/10/2021 0:00,3:00,0.044,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6165,6165,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,21:00,7/10/2021 0:00,4:00,0.044,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6166,6166,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,22:00,7/10/2021 0:00,5:00,0.038,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6167,6167,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/9/2021 0:00,23:00,7/10/2021 0:00,6:00,0.039,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6168,6168,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,0:00,7/10/2021 0:00,7:00,0.038,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6169,6169,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,1:00,7/10/2021 0:00,8:00,0.046,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6170,6170,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,2:00,7/10/2021 0:00,9:00,0.049,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6171,6171,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,3:00,7/10/2021 0:00,10:00,0.051,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6172,6172,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,4:00,7/10/2021 0:00,11:00,0.047,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6173,6173,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,5:00,7/10/2021 0:00,12:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6174,6174,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,6:00,7/10/2021 0:00,13:00,0.055,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6175,6175,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,7:00,7/10/2021 0:00,14:00,0.059,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6176,6176,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,8:00,7/10/2021 0:00,15:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6177,6177,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,9:00,7/10/2021 0:00,16:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6178,6178,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,10:00,7/10/2021 0:00,17:00,0.071,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6179,6179,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,11:00,7/10/2021 0:00,18:00,0.072,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6180,6180,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,12:00,7/10/2021 0:00,19:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6181,6181,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,13:00,7/10/2021 0:00,20:00,0.068,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6182,6182,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,14:00,7/10/2021 0:00,21:00,0.068,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6183,6183,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,15:00,7/10/2021 0:00,22:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6184,6184,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,16:00,7/10/2021 0:00,23:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6185,6185,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,17:00,7/11/2021 0:00,0:00,0.07,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6186,6186,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,18:00,7/11/2021 0:00,1:00,0.066,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6187,6187,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,19:00,7/11/2021 0:00,2:00,0.061,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6188,6188,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,20:00,7/11/2021 0:00,3:00,0.055,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6189,6189,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,21:00,7/11/2021 0:00,4:00,0.054,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6190,6190,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,22:00,7/11/2021 0:00,5:00,0.053,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6191,6191,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/10/2021 0:00,23:00,7/11/2021 0:00,6:00,0.047,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6192,6192,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,0:00,7/11/2021 0:00,7:00,0.042,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6193,6193,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,1:00,7/11/2021 0:00,8:00,0.029,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6194,6194,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,2:00,7/11/2021 0:00,9:00,0.03,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6195,6195,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,3:00,7/11/2021 0:00,10:00,0.031,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6196,6196,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,4:00,7/11/2021 0:00,11:00,0.052,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6197,6197,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,5:00,7/11/2021 0:00,12:00,0.042,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6198,6198,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,6:00,7/11/2021 0:00,13:00,0.042,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6199,6199,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,7:00,7/11/2021 0:00,14:00,0.044,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6200,6200,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,8:00,7/11/2021 0:00,15:00,0.052,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6201,6201,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,9:00,7/11/2021 0:00,16:00,0.06,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6202,6202,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,10:00,7/11/2021 0:00,17:00,0.066,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6203,6203,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,11:00,7/11/2021 0:00,18:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6204,6204,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,12:00,7/11/2021 0:00,19:00,0.076,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6205,6205,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,13:00,7/11/2021 0:00,20:00,0.078,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6206,6206,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,14:00,7/11/2021 0:00,21:00,0.076,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6207,6207,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,15:00,7/11/2021 0:00,22:00,0.075,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6208,6208,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,16:00,7/11/2021 0:00,23:00,0.074,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6209,6209,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,17:00,7/12/2021 0:00,0:00,0.071,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6210,6210,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,18:00,7/12/2021 0:00,1:00,0.062,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6211,6211,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,19:00,7/12/2021 0:00,2:00,0.063,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6212,6212,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,20:00,7/12/2021 0:00,3:00,0.056,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6213,6213,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,21:00,7/12/2021 0:00,4:00,0.051,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6214,6214,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,22:00,7/12/2021 0:00,5:00,0.046,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6215,6215,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/11/2021 0:00,23:00,7/12/2021 0:00,6:00,0.046,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6216,6216,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,0:00,7/12/2021 0:00,7:00,0.053,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6217,6217,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,1:00,7/12/2021 0:00,8:00,0.054,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6218,6218,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,2:00,7/12/2021 0:00,9:00,0.055,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6219,6219,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,3:00,7/12/2021 0:00,10:00,0.053,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6220,6220,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,4:00,7/12/2021 0:00,11:00,0.048,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6221,6221,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,5:00,7/12/2021 0:00,12:00,0.045,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6222,6222,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,6:00,7/12/2021 0:00,13:00,0,Parts per million,7,1 HOUR,1,HOURLY,0.005, ,AX - Precision Check.,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6223,6223,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,7:00,7/12/2021 0:00,14:00,0.05,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6224,6224,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,8:00,7/12/2021 0:00,15:00,0.054,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6225,6225,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,9:00,7/12/2021 0:00,16:00,0.058,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6226,6226,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,10:00,7/12/2021 0:00,17:00,0.061,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6227,6227,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,11:00,7/12/2021 0:00,18:00,0.069,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6228,6228,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,12:00,7/12/2021 0:00,19:00,0.079,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6229,6229,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,13:00,7/12/2021 0:00,20:00,0.081,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6230,6230,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,14:00,7/12/2021 0:00,21:00,0.083,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6231,6231,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,15:00,7/12/2021 0:00,22:00,0.086,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
6232,6232,8,5,6,44201,1,39.638522,-104.569335,WGS84,Ozone,7/12/2021 0:00,16:00,7/12/2021 0:00,23:00,0.084,Parts per million,7,1 HOUR,1,HOURLY,0.005, , ,FEM,INSTRUMENTAL - ULTRA VIOLET ABSORPTION,87,Colorado,Arapahoe,9/16/2021 0:00,19740,0,13233,1787,72469523036
